UNIQUEID,GRANTEEID,MODE,LtCallDt,LtCallST,CallDurS,CallDurM,TotalTime,LtCallR,LtCaseR,Date,HOUSEHOLD,HEALTHCARE,HEALTHCARE2,Q1,Q1 Num,Q2,Q2A,Q3_1,Q3_1B,Q3_2,Q3_2B,Q3_3A,Q3_3A2,Q3_3B,Q3_3B2,Q3_3C,Q3_3C2,Q3_3D,Q3_3D2,Q3_3E,Q3_3E2,Q3_3F,Q3_3F2,Q3_3G,Q3_3G2,Q3_3H,Q3_3H2,Q4_A,Q4_A2,Q4_B,Q4_B2,Q4_C,Q4_C2,Q4_D,Q4_D2,Q4_E,Q4_E2,Q4,Q5,Q6,Q7,Q8,EXPERIENCE,Q9,Q10,Q11A,Q11,Q13,Q14,Q15,Q16,INT99,Q12,INT
,20-ZZ-026,Online,20220511,21:22,851,14,3847,,,7/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-NV-118,Online,20220422,11:02,435,7,435,,,7/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,Above Average,No,Valid skip,Yes,Above Average,Yes,Above Average,Yes,Above Average,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-PA-130,Online,20220416,17:19,391,7,391,,,7/1/2022,1,Yes,Yes,Average,3,No,Valid skip,Yes,I did not receive case management,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Below average,Yes,Below average,No,Valid skip,Yes,Below average,No,Valid skip,0,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Positive comments only,,,Refused,,Refused,Refused,Refused,Refused,,,
,19-CA-173,Online,20220624,20:33,408,7,410,,,7/1/2022,1,No,Valid skip,Above Average,4,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,Asian or Asian American,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,19-FL-025,Online,20220609,14:43,1004,17,1006,,,7/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,1,No,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,15-IN-201,Online,20220401,17:49,490,8,1154,,,7/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,2,Yes,Very Dissatisfied,Very Dissatisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,13-NV-117,Online,20220526,08:43,246,4,246,,,7/1/2022,1,Yes,Yes,Below average,2,No,Valid skip,Yes,I did not receive case management,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely poor,No,Valid skip,Yes,Extremely poor,Yes,Extremely poor,No,Valid skip,2,Yes,Dissatisfied,Very Dissatisfied,Dissatisfied,Decline to provide comments,,,Yes,,White,Choose not to respond,I choose not to respond,I choose not to respond,,,'CO': Completed
,14-PA-276,Online,20220607,15:28,714,12,714,,,7/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-ZZ-092,Online,20220502,17:02,357,6,357,,,7/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,2,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,12-MD-042,Online,20220602,17:00,201,3,201,,,7/1/2022,2,Yes,Yes,Average,3,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,2,Yes,Satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,15-PA-068,IVR,20220929,23:20,513,9,,'CO': Completed,'CO': Completed,10/1/2022,3,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Below average,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,3+,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Choose not to respond,Lesbian,Transgender Man,'CO': Completed,100.00%,'I0': Interrupted
,14-FL-179,Online,20220824,11:05,593,10,593,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,21-TX-074,Online,20220831,17:10,421,7,421,,,10/1/2022,4+,Yes,Yes,Excellent,5,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,No,Valid skip,Yes,Average,Yes,Excellent,1,Yes,Satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,21-TX-292,Online,20220907,14:29,1142,19,1142,,,10/1/2022,2,No,Valid skip,Above Average,4,No,Valid skip,Yes,I did not receive case management,Yes,Below average,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Extremely poor,No,Valid skip,Yes,Extremely Poor,Yes,Extremely poor,Yes,Extremely poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Extremely poor,0,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,No,,Multiracial or Biracial,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-FL-025,Online,20220728,20:40,413,7,1653,,,10/1/2022,3,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Average,Yes,Above average,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,Yes,,"Black, African-American, or African",Hispanic/Latin(a)(o)(x),Bisexual,Woman,,,'CO': Completed
,12-ZZ-041,Online,20220927,21:00,1223,20,1223,,,10/1/2022,3,Yes,Yes,Average,3,Yes,Yes,Yes,Average,No,Valid skip,No,Valid skip,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,Yes,Below average,Yes,I did not receive assistance,Yes,Below average,Yes,Below average,No,Valid skip,1,Yes,Neither satisfied nor Dissatisfied,Satisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,No,,"Black, African-American, or African",Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,13-NY-121,Online,20220824,14:37,548,9,548,,,10/1/2022,1,Yes,Yes,Below average,2,No,Valid skip,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely poor,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,1,No,Satisfied,Satisfied,Neither satisfied nor Dissatisfied,Positive comments only,,,Refused,,Refused,Refused,Refused,Refused,,,
,13-IL-105,Online,20220916,11:08,794,13,794,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,I did not receive assistance,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Average,Yes,I did not receive assistance,No,Valid skip,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,13-PA-129,Online,20220929,11:02,448,7,909,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Above average,Yes,Average,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,1,No,Very satisfied,Very satisfied,Satisfied,Positive comments only,,,Yes,,White,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,20-ZZ-092,Online,20220718,14:44,203,3,203,,,10/1/2022,4+,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),I choose not to respond,Woman,,,'CO': Completed
,15-IN-201,CATI,20220903,10:45,0,0,0,,,10/1/2022,1,Yes,Yes,Excellent,5,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Choose not to respond,Non-Hispanic/Non-Latin(a)(o)(x),I choose not to respond,Man,,,
,12-GA-029,Online,20220728,20:49,257,4,257,,,10/1/2022,4+,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),I choose not to respond,Woman,,,'CO': Completed
,20-ZZ-026,Online,20220913,21:03,661,11,661,,,10/1/2022,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-OR-272,Online,20220831,16:01,1185,20,1185,,,10/1/2022,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Above average,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,16-NJ-054,Online,20220817,14:31,737,12,737,,,10/1/2022,1,Yes,Yes,Average,3,Yes,Yes,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Satisfied,Both positive and negative comments,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-ZZ-070,Online,20220804,11:18,728,12,731,,,10/1/2022,2,No,Valid skip,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Excellent,Yes,Excellent,Yes,I did not receive assistance,Yes,Excellent,Yes,I did not receive assistance,Yes,I did not receive assistance,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-ZZ-317,Online,20220810,23:07,252,4,252,,,10/1/2022,1,Yes,No,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,3+,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"American Indian, Alaska Native, or Indigenous",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,18-CA-176,Online,20220922,11:01,1326,22,1326,,,10/1/2022,1,Yes,Yes,Below average,2,Yes,Yes,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,Below average,Yes,Average,No,Valid skip,No,Valid skip,Yes,Below average,Yes,Extremely poor,No,Valid skip,Yes,Average,Yes,I did not receive assistance,No,Valid skip,1,No,Satisfied,Satisfied,Neither satisfied nor Dissatisfied,Negative comments only,,,Yes,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,14-OK-271,Online,20220912,14:34,642,11,642,,,10/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,1,No,Satisfied,Satisfied,Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-OH-262,Online,20220927,07:08,770,13,770,,,10/1/2022,1,No,Valid skip,Above Average,4,Yes,Yes,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,Yes,Average,Yes,Above Average,Yes,Above Average,No,Valid skip,No,Valid skip,No,Valid skip,2,No,Very satisfied,Very satisfied,Very satisfied,Both positive and negative comments,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-FL-184,Online,20220812,15:01,1822,30,1822,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,3+,No,Very satisfied,Satisfied,Very satisfied,Positive comments only,,,No,,Choose not to respond,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-ZZ-113,Online,20220801,09:33,1118,19,1120,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-TN-285,Online,20220825,14:52,546,9,546,,,10/1/2022,4+,Yes,No,Average,3,Yes,No,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,Yes,Extremely poor,No,Valid skip,Yes,I did not receive assistance,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Neither satisfied nor Dissatisfied,Negative comments only,,,Yes,,Multiracial or Biracial,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,19-MO-229,Online,20220712,14:01,458,8,458,,,10/1/2022,1,Yes,No,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Average,No,Valid skip,No,Valid skip,Yes,Below average,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,19-CA-005,Online,20220921,11:06,269,4,269,,,10/1/2022,3,Yes,No,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,I did not receive assistance,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,3+,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Multiracial or Biracial,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,20-FL-099,Online,20220728,17:08,241,4,241,,,10/1/2022,2,Yes,No,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,2,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Choose not to respond,Hispanic/Latin(a)(o)(x),I choose not to respond,Man,,,'CO': Completed
,12-GA-029,Online,20220828,17:28,286,5,286,,,10/1/2022,1,Yes,Yes,Average,3,Yes,No,Yes,Average,Yes,Below average,No,Valid skip,No,Valid skip,Yes,Below average,Yes,Average,Yes,Below average,No,Valid skip,No,Valid skip,Yes,Below average,Yes,Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Satisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,21-TX-074,Online,20220923,10:43,574,10,574,,,10/1/2022,2,No,Valid skip,Excellent,5,No,Valid skip,Yes,I did not receive case management,Yes,Above average,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,Refused,,Refused,Refused,Refused,Refused,,,
,13-IL-104,Online,20220827,14:00,552,9,554,,,10/1/2022,1,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,No,Valid skip,Yes,Extremely Poor,Yes,Excellent,No,Valid skip,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,Yes,Extremely Poor,1,Yes,Neither satisfied nor Dissatisfied,Very Dissatisfied,Very Dissatisfied,Negative comments only,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-NY-254,Online,20220809,14:54,205,3,214,,,10/1/2022,3,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Asian or Asian American,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,12-MD-042,Online,20220928,17:39,587,10,587,,,10/1/2022,1,Yes,Yes,Extremely Poor,1,No,Valid skip,Yes,Extremely Poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,1,Yes,Dissatisfied,Neither satisfied nor Dissatisfied,Very satisfied,Both positive and negative comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,22-CA-019,Online,20220728,11:08,214,4,214,,,10/1/2022,2,Yes,No,Extremely Poor,1,Yes,Yes,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,Extremely Poor,Yes,I did not receive assistance,Yes,Extremely Poor,Yes,Below average,Yes,Extremely Poor,1,No,Very Dissatisfied,Very Dissatisfied,Very satisfied,Negative comments only,,,Yes,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,
,19-CA-009,Online,20220821,15:11,773,13,775,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,16-ZZ-058,Online,20220915,16:26,386,6,386,,,10/1/2022,2,Yes,Yes,Excellent,5,No,Valid skip,Yes,Average,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Average,1,Yes,Satisfied,Satisfied,Satisfied,Positive comments only,,,No,,Choose not to respond,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,15-UT-336,Online,20220724,17:11,481,8,481,,,10/1/2022,4+,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-TN-284,Online,20220916,12:21,633,11,633,,,10/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above Average,Yes,Above Average,Yes,Excellent,No,Valid skip,Yes,Above Average,0,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-MI-220,Online,20220818,19:45,215,4,217,,,10/1/2022,2,Yes,No,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
